# Production's answers for src/ng/paralog/production_parity.rs — frozen at promotion plan step C4.
#
# Every value below was computed by production's paralog filter — src/paralog/ and
# src/var_calling/paralog_filter/calibrate.rs — at commit d9e7b076, on the inputs the named
# test in production_parity.rs builds, by that test instrumented to write out what production
# returned. ng's copy agreed with each value at that commit, within the tolerances the test states.
#
# Format: one `key<TAB>value` per line. The key's first segment names the test's section.
# An f64 is its IEEE-754 bit pattern as 16 hex digits, so NaN and -0.0 survive; an Option<f64>
# is that or `none`; counts are decimal; booleans are `true`/`false`. A probe ratio or target
# in a key is written with Rust's `{:?}`.
sweep/1/0/ratio	405547d44ed9aa32
sweep/1/124/samples_used	0
sweep/1/124/confident_homalt_carriers	0
sweep/1/125/ratio	0000000000000000
sweep/1/125/real_variant	0000000000000000
sweep/1/125/hidden_paralog	0000000000000000
sweep/1/125/samples_used	0
sweep/1/125/confident_homalt_carriers	0
sweep/1/126/ratio	4062db8a65635bb2
sweep/1/126/real_variant	c0631bd023195f20
sweep/1/126/hidden_paralog	c000116f6d80db65
sweep/1/126/samples_used	1
sweep/1/126/confident_homalt_carriers	0
sweep/1/127/ratio	c071e4373d59032c
sweep/1/127/real_variant	c0855bbf35448223
sweep/1/127/hidden_paralog	c08e4ddad3f103b9
sweep/1/127/samples_used	1
sweep/1/127/confident_homalt_carriers	0
sweep/1/128/ratio	40375d20af190540
sweep/1/128/real_variant	c050c646eeb0aef4
sweep/1/128/hidden_paralog	c045ddfd85d4db48
sweep/1/128/samples_used	1
sweep/1/128/confident_homalt_carriers	0
sweep/1/129/ratio	40274d378ef67540
sweep/1/129/real_variant	c06188ecb4be0bd0
sweep/1/129/hidden_paralog	c06014193bcea47c
sweep/1/129/samples_used	1
sweep/1/129/confident_homalt_carriers	0
sweep/1/130/ratio	4044a88d8a47ff38
sweep/1/130/real_variant	c0741474f88f3645
sweep/1/130/hidden_paralog	c0717f634746365e
sweep/1/130/samples_used	1
sweep/1/130/confident_homalt_carriers	0
sweep/1/131/ratio	bfb78d1e0299ff20
sweep/1/131/real_variant	bff1aeeeda3061c6
sweep/1/131/hidden_paralog	bff327c0ba5a01b8
sweep/1/131/samples_used	1
sweep/1/131/confident_homalt_carriers	0
sweep/1/132/ratio	c03f3e116a0cd6a0
sweep/1/132/real_variant	c054ae4475d7b912
sweep/1/132/hidden_paralog	c05c7dc8d05aeeba
sweep/1/132/samples_used	1
sweep/1/132/confident_homalt_carriers	0
sweep/1/133/ratio	0000000000000000
sweep/1/133/real_variant	0000000000000000
sweep/1/133/hidden_paralog	0000000000000000
sweep/1/133/samples_used	0
sweep/1/133/confident_homalt_carriers	0
sweep/1/134/ratio	0000000000000000
sweep/1/134/real_variant	0000000000000000
sweep/1/134/hidden_paralog	0000000000000000
sweep/1/134/samples_used	0
sweep/1/134/confident_homalt_carriers	0
sweep/1/135/ratio	0000000000000000
sweep/1/135/real_variant	0000000000000000
sweep/1/135/hidden_paralog	0000000000000000
sweep/1/135/samples_used	0
sweep/1/135/confident_homalt_carriers	0
sweep/1/136/ratio	c04bbc8fd872d02a
sweep/1/136/real_variant	c059c19d6f7249d9
sweep/1/136/hidden_paralog	c063cff2add5d8f7
sweep/1/136/samples_used	1
sweep/1/136/confident_homalt_carriers	0
sweep/1/137/ratio	4072999b1ed5536e
sweep/1/137/real_variant	c07a303e043b83e8
sweep/1/137/hidden_paralog	c05e5a8b9598c1e8
sweep/1/137/samples_used	1
sweep/1/137/confident_homalt_carriers	0
sweep/1/138/ratio	0000000000000000
sweep/1/138/real_variant	0000000000000000
sweep/1/138/hidden_paralog	0000000000000000
sweep/1/138/samples_used	0
sweep/1/138/confident_homalt_carriers	0
sweep/1/139/ratio	bfe14afdd54e4260
sweep/1/139/real_variant	3fb1efb492203c00
sweep/1/139/hidden_paralog	bfde1a0e861475c0
sweep/1/139/samples_used	1
sweep/1/139/confident_homalt_carriers	0
sweep/1/140/ratio	401a2dd6bd9af12d
sweep/1/140/real_variant	c02147b0b59bf5d0
sweep/1/140/hidden_paralog	c000c3155b39f4e6
sweep/1/140/samples_used	1
sweep/1/140/confident_homalt_carriers	0
sweep/1/141/ratio	0000000000000000
sweep/1/141/real_variant	0000000000000000
sweep/1/141/hidden_paralog	0000000000000000
sweep/1/141/samples_used	0
sweep/1/141/confident_homalt_carriers	0
sweep/1/142/ratio	40567e65d6e5dd60
sweep/1/142/real_variant	c058e1ea69dfe3a3
sweep/1/142/hidden_paralog	c0231c2497d03219
sweep/1/142/samples_used	1
sweep/1/142/confident_homalt_carriers	0
sweep/1/143/ratio	0000000000000000
sweep/1/143/real_variant	0000000000000000
sweep/1/143/hidden_paralog	0000000000000000
sweep/1/143/samples_used	0
sweep/1/143/confident_homalt_carriers	0
sweep/1/144/ratio	c060d74be8c1d49e
sweep/1/144/real_variant	c051cc530e7ae80c
sweep/1/144/hidden_paralog	c069bd756fff48a4
sweep/1/144/samples_used	1
sweep/1/144/confident_homalt_carriers	1
sweep/1/145/ratio	40361791557b3488
sweep/1/145/real_variant	c06c71a31df837e2
sweep/1/145/hidden_paralog	c069aeb0f348d151
sweep/1/145/samples_used	1
sweep/1/145/confident_homalt_carriers	0
sweep/1/146/ratio	4078ff9b4fd8caa5
sweep/1/146/real_variant	c07945937730b289
sweep/1/146/hidden_paralog	c0117e09d5f9f8f0
sweep/1/146/samples_used	1
sweep/1/146/confident_homalt_carriers	0
sweep/1/147/ratio	4026f3d642306f6c
sweep/1/147/real_variant	c04cd91af2439f8b
sweep/1/147/hidden_paralog	c0471c2561b783b0
sweep/1/147/samples_used	1
sweep/1/147/confident_homalt_carriers	0
sweep/1/148/ratio	c0465b3757fd96b4
sweep/1/148/real_variant	c051b2dd2613f6de
sweep/1/148/hidden_paralog	c05ce078d212c238
sweep/1/148/samples_used	1
sweep/1/148/confident_homalt_carriers	0
sweep/1/149/ratio	bfdca4726ce00560
sweep/1/149/real_variant	c02457294fd9d57d
sweep/1/149/hidden_paralog	c0253c4ce340d5a8
sweep/1/149/samples_used	1
sweep/1/149/confident_homalt_carriers	0
sweep/1/150/ratio	403f9039818cfe38
sweep/1/150/real_variant	c0410d87840e68ff
sweep/1/150/hidden_paralog	c00456ac347e9e32
sweep/1/150/samples_used	1
sweep/1/150/confident_homalt_carriers	0
sweep/1/151/ratio	4053d96476f4233d
sweep/1/151/real_variant	c054e10ea85ae3c0
sweep/1/151/hidden_paralog	c0107aa3166c082e
sweep/1/151/samples_used	1
sweep/1/151/confident_homalt_carriers	0
sweep/1/152/ratio	401bdc4090691160
sweep/1/152/real_variant	c063adc85ee268bc
sweep/1/152/hidden_paralog	c062cee65a5f2031
sweep/1/152/samples_used	1
sweep/1/152/confident_homalt_carriers	0
sweep/1/153/ratio	c0131ca2a2dc3640
sweep/1/153/real_variant	c067d0337cf9ab8f
sweep/1/153/hidden_paralog	c068691892108d41
sweep/1/153/samples_used	1
sweep/1/153/confident_homalt_carriers	0
sweep/1/154/ratio	c062e5f85cc73afc
sweep/1/154/real_variant	c052c63e6b0ab870
sweep/1/154/hidden_paralog	c06c4917924c9734
sweep/1/154/samples_used	1
sweep/1/154/confident_homalt_carriers	1
sweep/1/155/ratio	c077bbc7c6bdca9c
sweep/1/155/real_variant	c0752d9c9bbf3fe6
sweep/1/155/hidden_paralog	c08674b2313e8541
sweep/1/155/samples_used	1
sweep/1/155/confident_homalt_carriers	0
sweep/1/156/ratio	0000000000000000
sweep/1/156/real_variant	0000000000000000
sweep/1/156/hidden_paralog	0000000000000000
sweep/1/156/samples_used	0
sweep/1/156/confident_homalt_carriers	0
sweep/1/157/ratio	402721b5a5667c48
sweep/1/157/real_variant	c04b4a369018d94e
sweep/1/157/hidden_paralog	c04581c926bf3a3c
sweep/1/157/samples_used	1
sweep/1/157/confident_homalt_carriers	0
sweep/1/158/ratio	404dc7d227652b2c
sweep/1/158/real_variant	c06c5907de221ac2
sweep/1/158/hidden_paralog	c064e7135448cff7
sweep/1/158/samples_used	1
sweep/1/158/confident_homalt_carriers	0
sweep/1/159/ratio	c066aa21a071b1a1
sweep/1/159/real_variant	c04fe6ccaefb5790
sweep/1/159/hidden_paralog	c06ea3d4cc308785
sweep/1/159/samples_used	1
sweep/1/159/confident_homalt_carriers	1
sweep/1/160/ratio	0000000000000000
sweep/1/160/real_variant	0000000000000000
sweep/1/160/hidden_paralog	0000000000000000
sweep/1/160/samples_used	0
sweep/1/160/confident_homalt_carriers	0
sweep/1/161/ratio	0000000000000000
sweep/1/161/real_variant	0000000000000000
sweep/1/161/hidden_paralog	0000000000000000
sweep/1/161/samples_used	0
sweep/1/161/confident_homalt_carriers	0
sweep/1/162/ratio	c01ea4ae34f6d420
sweep/1/162/real_variant	c06c5519ddfcb6e5
sweep/1/162/hidden_paralog	c06d4a3f4fa46d86
sweep/1/162/samples_used	1
sweep/1/162/confident_homalt_carriers	0
sweep/1/163/ratio	40451f757a38c564
sweep/1/163/real_variant	c065cab63e519b85
sweep/1/163/hidden_paralog	c06082d8dfc36a2c
sweep/1/163/samples_used	1
sweep/1/163/confident_homalt_carriers	0
sweep/1/164/ratio	0000000000000000
sweep/1/164/real_variant	0000000000000000
sweep/1/164/hidden_paralog	0000000000000000
sweep/1/164/samples_used	0
sweep/1/164/confident_homalt_carriers	0
sweep/1/165/ratio	40775254f9d24c2e
sweep/1/165/real_variant	c0776e47675f2677
sweep/1/165/hidden_paralog	bffbf26d8cda48d2
sweep/1/165/samples_used	1
sweep/1/165/confident_homalt_carriers	0
sweep/1/166/ratio	0000000000000000
sweep/1/166/real_variant	0000000000000000
sweep/1/166/hidden_paralog	0000000000000000
sweep/1/166/samples_used	0
sweep/1/166/confident_homalt_carriers	0
sweep/1/167/ratio	0000000000000000
sweep/1/167/real_variant	0000000000000000
sweep/1/167/hidden_paralog	0000000000000000
sweep/1/167/samples_used	0
sweep/1/167/confident_homalt_carriers	0
sweep/1/168/ratio	3fd8b622cb4b2e80
sweep/1/168/real_variant	c041aba6b85fbe13
sweep/1/168/hidden_paralog	c0417a3a72c927b6
sweep/1/168/samples_used	1
sweep/1/168/confident_homalt_carriers	0
sweep/1/169/ratio	407a0216f4a528ad
sweep/1/169/real_variant	c083c7881db72d06
sweep/1/169/hidden_paralog	c06b19f28d9262be
sweep/1/169/samples_used	1
sweep/1/169/confident_homalt_carriers	0
sweep/1/170/ratio	4038dbd3d36cb438
sweep/1/170/real_variant	c052d1582ee9b608
sweep/1/170/hidden_paralog	c04934c6741d11f4
sweep/1/170/samples_used	1
sweep/1/170/confident_homalt_carriers	0
sweep/1/171/ratio	4070033915984348
sweep/1/171/real_variant	c0703b34a9097849
sweep/1/171/hidden_paralog	c00bfdc9b89a8096
sweep/1/171/samples_used	1
sweep/1/171/confident_homalt_carriers	0
sweep/1/172/ratio	0000000000000000
sweep/1/172/real_variant	0000000000000000
sweep/1/172/hidden_paralog	0000000000000000
sweep/1/172/samples_used	0
sweep/1/172/confident_homalt_carriers	0
sweep/1/173/ratio	c02e4734a4195f24
sweep/1/173/real_variant	c04b8ff0cc0c638b
sweep/1/173/hidden_paralog	c05190defa895daa
sweep/1/173/samples_used	1
sweep/1/173/confident_homalt_carriers	0
sweep/1/174/ratio	402fdd680c272a68
sweep/1/174/real_variant	c05d11dff5d14072
sweep/1/174/hidden_paralog	c0591632f44c5b25
sweep/1/174/samples_used	1
sweep/1/174/confident_homalt_carriers	0
sweep/1/175/ratio	c0539b1a2d27ba9a
sweep/1/175/real_variant	c052a06f2dcac0c6
sweep/1/175/hidden_paralog	c0631dc4ad793db0
sweep/1/175/samples_used	1
sweep/1/175/confident_homalt_carriers	1
sweep/1/176/ratio	401cb9d439c0daec
sweep/1/176/real_variant	c03add33d0f281be
sweep/1/176/hidden_paralog	c033aebec2824b03
sweep/1/176/samples_used	1
sweep/1/176/confident_homalt_carriers	0
sweep/1/177/ratio	0000000000000000
sweep/1/177/real_variant	0000000000000000
sweep/1/177/hidden_paralog	0000000000000000
sweep/1/177/samples_used	0
sweep/1/177/confident_homalt_carriers	0
sweep/1/178/ratio	3fd9a1dbe7e38200
sweep/1/178/real_variant	c03db811a5cf7383
sweep/1/178/hidden_paralog	c03d518a362fe57b
sweep/1/178/samples_used	1
sweep/1/178/confident_homalt_carriers	0
sweep/1/179/ratio	0000000000000000
sweep/1/179/real_variant	0000000000000000
sweep/1/179/hidden_paralog	0000000000000000
sweep/1/179/samples_used	0
sweep/1/179/confident_homalt_carriers	0
sweep/1/180/ratio	404c1d168095c2fc
sweep/1/180/real_variant	c0712f7d816e98d6
sweep/1/180/hidden_paralog	c06b57b562b7c0ed
sweep/1/180/samples_used	1
sweep/1/180/confident_homalt_carriers	0
sweep/1/181/ratio	0000000000000000
sweep/1/181/real_variant	0000000000000000
sweep/1/181/hidden_paralog	0000000000000000
sweep/1/181/samples_used	0
sweep/1/181/confident_homalt_carriers	0
sweep/1/182/ratio	0000000000000000
sweep/1/182/real_variant	0000000000000000
sweep/1/182/hidden_paralog	0000000000000000
sweep/1/182/samples_used	0
sweep/1/182/confident_homalt_carriers	0
sweep/1/183/ratio	400d28114ccd280c
sweep/1/183/real_variant	c0165315bb8f40b3
sweep/1/183/hidden_paralog	bffefc3454a2b2b4
sweep/1/183/samples_used	1
sweep/1/183/confident_homalt_carriers	0
sweep/1/184/ratio	c0592a84bd30999a
sweep/1/184/real_variant	c019986d468d3b03
sweep/1/184/hidden_paralog	c05ac40b91996d4a
sweep/1/184/samples_used	1
sweep/1/184/confident_homalt_carriers	1
sweep/1/185/ratio	4067288123800a78
sweep/1/185/real_variant	c0789ed72ec61b50
sweep/1/185/hidden_paralog	c06a152d3a0c2c28
sweep/1/185/samples_used	1
sweep/1/185/confident_homalt_carriers	0
sweep/1/186/ratio	409cb2d18235046d
sweep/1/186/real_variant	c0a017bc7a3d1629
sweep/1/186/hidden_paralog	c06be53b92293f25
sweep/1/186/samples_used	1
sweep/1/186/confident_homalt_carriers	0
sweep/1/187/ratio	0000000000000000
sweep/1/187/real_variant	0000000000000000
sweep/1/187/hidden_paralog	0000000000000000
sweep/1/187/samples_used	0
sweep/1/187/confident_homalt_carriers	0
sweep/1/188/ratio	c019032c11fcd120
sweep/1/188/real_variant	c0675d26bb348af5
sweep/1/188/hidden_paralog	c06825401bc4717e
sweep/1/188/samples_used	1
sweep/1/188/confident_homalt_carriers	0
sweep/1/189/ratio	0000000000000000
sweep/1/189/real_variant	0000000000000000
sweep/1/189/hidden_paralog	0000000000000000
sweep/1/189/samples_used	0
sweep/1/189/confident_homalt_carriers	0
sweep/1/190/ratio	4030ecd8e89ff120
sweep/1/190/real_variant	c05d7a11683bad26
sweep/1/190/hidden_paralog	c0593edb2e13b0de
sweep/1/190/samples_used	1
sweep/1/190/confident_homalt_carriers	0
sweep/1/191/ratio	4005dd8403d4aac0
sweep/1/191/real_variant	c057b4e6069315eb
sweep/1/191/hidden_paralog	c05705f9e6747095
sweep/1/191/samples_used	1
sweep/1/191/confident_homalt_carriers	0
sweep/1/192/ratio	c04b45b3bbb56b5c
sweep/1/192/real_variant	c0619c591d36dd49
sweep/1/192/hidden_paralog	c0686dc60c243820
sweep/1/192/samples_used	1
sweep/1/192/confident_homalt_carriers	0
sweep/1/193/ratio	c0686fd0ea1b4750
sweep/1/193/real_variant	c06edbf0b509ca5a
sweep/1/193/hidden_paralog	c07ba5e0cf9288d5
sweep/1/193/samples_used	1
sweep/1/193/confident_homalt_carriers	0
sweep/1/194/ratio	40304c157167fb84
sweep/1/194/real_variant	c0595981e7bf8f8b
sweep/1/194/hidden_paralog	c055467c8b6590aa
sweep/1/194/samples_used	1
sweep/1/194/confident_homalt_carriers	0
sweep/1/195/ratio	40467d71cd23715b
sweep/1/195/real_variant	c0479d42b0a74c20
sweep/1/195/hidden_paralog	c001fd0e383dac56
sweep/1/195/samples_used	1
sweep/1/195/confident_homalt_carriers	0
sweep/1/196/ratio	0000000000000000
sweep/1/196/real_variant	0000000000000000
sweep/1/196/hidden_paralog	0000000000000000
sweep/1/196/samples_used	0
sweep/1/196/confident_homalt_carriers	0
sweep/1/197/ratio	404c6e441c542738
sweep/1/197/real_variant	c0610e6f292813cb
sweep/1/197/hidden_paralog	c053e5bc442613fa
sweep/1/197/samples_used	1
sweep/1/197/confident_homalt_carriers	0
sweep/1/198/ratio	c01101f5b02c66c8
sweep/1/198/real_variant	c046b6cb18f206d9
sweep/1/198/hidden_paralog	c048d709cef793b2
sweep/1/198/samples_used	1
sweep/1/198/confident_homalt_carriers	0
sweep/1/199/ratio	bff283c58972e780
sweep/1/199/real_variant	c0622716732757ce
sweep/1/199/hidden_paralog	c0624c1dfe3a3d9d
sweep/1/199/samples_used	1
sweep/1/199/confident_homalt_carriers	0
sweep/2/0/ratio	404f409844961128
sweep/2/0/real_variant	c067da207cbebc2c
sweep/2/0/hidden_paralog	c06009fa6b9937e2
sweep/2/0/samples_used	1
sweep/2/0/confident_homalt_carriers	0
sweep/2/1/ratio	4045a5cf2f528e2e
sweep/2/1/real_variant	c06031d4503e7293
sweep/2/1/hidden_paralog	c05590c108d39e0f
sweep/2/1/samples_used	2
sweep/2/1/confident_homalt_carriers	0
sweep/2/2/ratio	40269665b497df71
sweep/2/2/real_variant	c02b2c76c7605fcc
sweep/2/2/hidden_paralog	c00258444b22016c
sweep/2/2/samples_used	1
sweep/2/2/confident_homalt_carriers	0
sweep/2/3/ratio	c065c252a0ca3956
sweep/2/3/real_variant	c06e9240dbda1446
sweep/2/3/hidden_paralog	c07a2a49be5226ce
sweep/2/3/samples_used	2
sweep/2/3/confident_homalt_carriers	1
sweep/2/4/ratio	40aa610ead7a9b77
sweep/2/4/real_variant	c0ac7c8af5bb6cb9
sweep/2/4/hidden_paralog	c070dbe242068a0f
sweep/2/4/samples_used	2
sweep/2/4/confident_homalt_carriers	2
sweep/2/5/ratio	c01d55f7c477c0e0
sweep/2/5/real_variant	c0629b3ac773f8bd
sweep/2/5/hidden_paralog	c06385ea8597b6c4
sweep/2/5/samples_used	1
sweep/2/5/confident_homalt_carriers	0
sweep/2/6/ratio	c05066e9a3b6d9d4
sweep/2/6/real_variant	c0311c370cb5b8b8
sweep/2/6/hidden_paralog	c054adf766e44802
sweep/2/6/samples_used	1
sweep/2/6/confident_homalt_carriers	1
sweep/2/7/ratio	c0597f22e9792974
sweep/2/7/real_variant	c076613171124c7a
sweep/2/7/hidden_paralog	c07cc0fa2b7096d7
sweep/2/7/samples_used	2
sweep/2/7/confident_homalt_carriers	1
sweep/2/8/ratio	4044e2179a086dec
sweep/2/8/real_variant	c06b6b7d0bc84adf
sweep/2/8/hidden_paralog	c06632f725462f64
sweep/2/8/samples_used	1
sweep/2/8/confident_homalt_carriers	0
sweep/2/9/ratio	4033b79ec76c8ffe
sweep/2/9/real_variant	c03937059dba8fb6
sweep/2/9/hidden_paralog	c015fd9b5937fede
sweep/2/9/samples_used	1
sweep/2/9/confident_homalt_carriers	0
sweep/2/10/ratio	bfd7cdee714b3990
sweep/2/10/real_variant	3fdd3b83b75ac920
sweep/2/10/hidden_paralog	3fb5b655183e3e40
sweep/2/10/samples_used	1
sweep/2/10/confident_homalt_carriers	0
sweep/2/11/ratio	405f242b4be476e4
sweep/2/11/real_variant	c07c9366ca2cd6ca
sweep/2/11/hidden_paralog	c074ca5bf733b911
sweep/2/11/samples_used	2
sweep/2/11/confident_homalt_carriers	0
sweep/2/12/ratio	0000000000000000
sweep/2/12/real_variant	0000000000000000
sweep/2/12/hidden_paralog	0000000000000000
sweep/2/12/samples_used	0
sweep/2/12/confident_homalt_carriers	0
sweep/2/13/ratio	4051adbac0ed8a80
sweep/2/13/real_variant	c0808d1f4f10fd89
sweep/2/13/hidden_paralog	c07caecfede69872
sweep/2/13/samples_used	2
sweep/2/13/confident_homalt_carriers	0
sweep/2/14/ratio	406a252557ac9883
sweep/2/14/real_variant	c07724347305da6a
sweep/2/14/hidden_paralog	c06423438e5f1c51
sweep/2/14/samples_used	1
sweep/2/14/confident_homalt_carriers	0
sweep/2/15/ratio	3ff345b05987a594
sweep/2/15/real_variant	c0225e7416451dc4
sweep/2/15/hidden_paralog	c01feb7c16285223
sweep/2/15/samples_used	1
sweep/2/15/confident_homalt_carriers	0
sweep/2/16/ratio	c055990b0f06c956
sweep/2/16/real_variant	c065034fe6ddb5ac
sweep/2/16/hidden_paralog	c06fcfd56e611a57
sweep/2/16/samples_used	2
sweep/2/16/confident_homalt_carriers	1
sweep/2/17/ratio	40505253f960b84a
sweep/2/17/real_variant	c06a7db3e06c5ca5
sweep/2/17/hidden_paralog	c0625489e3bc0080
sweep/2/17/samples_used	1
sweep/2/17/confident_homalt_carriers	0
sweep/2/18/ratio	40447b0ee5dbeaea
sweep/2/18/real_variant	c058eb6298eaba93
sweep/2/18/hidden_paralog	c04d5bb64bf98a3c
sweep/2/18/samples_used	2
sweep/2/18/confident_homalt_carriers	0
sweep/2/19/ratio	c042c15ec8e166dc
sweep/2/19/real_variant	c066eda6b976b6ce
sweep/2/19/hidden_paralog	c06b9dfe6baf1085
sweep/2/19/samples_used	1
sweep/2/19/confident_homalt_carriers	0
sweep/2/20/ratio	401b965f3cb1b630
sweep/2/20/real_variant	c05a594504b13325
sweep/2/20/hidden_paralog	c0589fdf10e617c2
sweep/2/20/samples_used	2
sweep/2/20/confident_homalt_carriers	0
sweep/2/21/ratio	c04e72c8b3860ab0
sweep/2/21/real_variant	c0644fd77ab889a9
sweep/2/21/hidden_paralog	c06bec89a79a0c55
sweep/2/21/samples_used	1
sweep/2/21/confident_homalt_carriers	0
sweep/2/22/ratio	0000000000000000
sweep/2/22/real_variant	0000000000000000
sweep/2/22/hidden_paralog	0000000000000000
sweep/2/22/samples_used	0
sweep/2/22/confident_homalt_carriers	0
sweep/2/23/ratio	4003f2bfadb90820
sweep/2/23/real_variant	c0553d03ac2dd1fb
sweep/2/23/hidden_paralog	c0549d6daec009ba
sweep/2/23/samples_used	1
sweep/2/23/confident_homalt_carriers	0
sweep/2/24/ratio	4057fc6fc75f5db2
sweep/2/24/real_variant	c0754be58499bda8
sweep/2/24/hidden_paralog	c06e99932583cc77
sweep/2/24/samples_used	1
sweep/2/24/confident_homalt_carriers	0
sweep/2/25/ratio	c0420de778be560c
sweep/2/25/real_variant	c0420fbc45462bb0
sweep/2/25/hidden_paralog	c0520ed1df0240de
sweep/2/25/samples_used	1
sweep/2/25/confident_homalt_carriers	1
sweep/2/26/ratio	bf8eb9eff3dca000
sweep/2/26/real_variant	c04dffd1d40d0a06
sweep/2/26/hidden_paralog	c04e01bd730c47d0
sweep/2/26/samples_used	2
sweep/2/26/confident_homalt_carriers	0
sweep/2/27/ratio	c020b22d1fb5e7a8
sweep/2/27/real_variant	c05de095c69c7727
sweep/2/27/hidden_paralog	c05ff6db6a93341c
sweep/2/27/samples_used	2
sweep/2/27/confident_homalt_carriers	0
sweep/2/28/ratio	407789d4b8601c6f
sweep/2/28/real_variant	c0802c6dec0d4ade
sweep/2/28/hidden_paralog	c0619e0e3f74f29a
sweep/2/28/samples_used	2
sweep/2/28/confident_homalt_carriers	0
sweep/2/29/ratio	405b264902ca8d30
sweep/2/29/real_variant	c08091fc9faf39b8
sweep/2/29/hidden_paralog	c07a5a66feabd024
sweep/2/29/samples_used	2
sweep/2/29/confident_homalt_carriers	0
sweep/2/30/ratio	404e997db9721084
sweep/2/30/real_variant	c06f32d1007eaadb
sweep/2/30/hidden_paralog	c0678c71922226ba
sweep/2/30/samples_used	1
sweep/2/30/confident_homalt_carriers	0
sweep/2/31/ratio	403d0a75bc0f2cd0
sweep/2/31/real_variant	c06d832339c7ca04
sweep/2/31/hidden_paralog	c069e1d48245e46a
sweep/2/31/samples_used	2
sweep/2/31/confident_homalt_carriers	0
sweep/2/32/ratio	c020463c02e8fb08
sweep/2/32/real_variant	c05f1581f2d45ac7
sweep/2/32/hidden_paralog	c0608f24b998bd14
sweep/2/32/samples_used	2
sweep/2/32/confident_homalt_carriers	0
sweep/2/33/ratio	406c3677df904eec
sweep/2/33/real_variant	c07320c75b2a9370
sweep/2/33/hidden_paralog	c054162dad89afe7
sweep/2/33/samples_used	2
sweep/2/33/confident_homalt_carriers	0
sweep/2/34/ratio	40820753ffa7d015
sweep/2/34/real_variant	c08335c127314c10
sweep/2/34/hidden_paralog	c042e6d27897bfb4
sweep/2/34/samples_used	1
sweep/2/34/confident_homalt_carriers	0
sweep/2/35/ratio	4088d17696ef0d2e
sweep/2/35/real_variant	c09417a3d1c95cb4
sweep/2/35/hidden_paralog	c07ebba219475874
sweep/2/35/samples_used	2
sweep/2/35/confident_homalt_carriers	1
sweep/2/36/ratio	c03a6bf8a3451c08
sweep/2/36/real_variant	c069dfe1b7edb5bd
sweep/2/36/hidden_paralog	c06d2d60cc56593e
sweep/2/36/samples_used	2
sweep/2/36/confident_homalt_carriers	0
sweep/2/37/ratio	c06628425900b236
sweep/2/37/real_variant	c06f65093fd44ca4
sweep/2/37/hidden_paralog	c07ac6a5cc6a7f6d
sweep/2/37/samples_used	2
sweep/2/37/confident_homalt_carriers	1
sweep/2/38/ratio	40846772552b0347
sweep/2/38/real_variant	c08788db6a9d2be2
sweep/2/38/hidden_paralog	c0590b48ab9144d7
sweep/2/38/samples_used	2
sweep/2/38/confident_homalt_carriers	0
sweep/2/39/ratio	c063e1e849285ada
sweep/2/39/real_variant	c02607e0e978014e
sweep/2/39/hidden_paralog	c065426657bfdaef
sweep/2/39/samples_used	2
sweep/2/39/confident_homalt_carriers	1
sweep/2/40/ratio	4064e854d62b72bc
sweep/2/40/real_variant	c07b205e41f5d528
sweep/2/40/hidden_paralog	c070ac33d6e01bca
sweep/2/40/samples_used	1
sweep/2/40/confident_homalt_carriers	0
sweep/2/41/ratio	406163f6d6db8d9a
sweep/2/41/real_variant	c07327b61e0c868d
sweep/2/41/hidden_paralog	c064eb75653d7f80
sweep/2/41/samples_used	1
sweep/2/41/confident_homalt_carriers	0
sweep/2/42/ratio	c012cc193a0d9b80
sweep/2/42/real_variant	c070dc4a70d15ca9
sweep/2/42/hidden_paralog	c071277ad5b99317
sweep/2/42/samples_used	2
sweep/2/42/confident_homalt_carriers	0
sweep/2/43/ratio	bfd73d18c05c95a0
sweep/2/43/real_variant	3fe0fe40d0870590
sweep/2/43/hidden_paralog	3fc57ed1c162eb00
sweep/2/43/samples_used	1
